transaction_id,customer_id,amount_inr,previous_success_rate,previous_failures,days_since_last_payment,customer_tenure_days,is_returning_customer,checkout_time_sec,payment_method,failure_reason,retry_count,action,recovered,recovered_amount,recovery_probability_true
TX008771,C01771,25396,0.693,0,151,1467,1,359,UPI,authentication_failed,0,retry,0,0,0.2925
TX008772,C01772,696,0.409,4,53,703,1,82,UPI,authentication_failed,1,payment_link,1,696,0.5017
TX008773,C01773,8920,0.764,5,89,812,0,350,UPI,insufficient_funds,1,retry,1,8920,0.3182
TX008774,C01774,28239,0.316,2,6,573,1,305,Card,timeout,1,payment_link,0,0,0.3655
TX008775,C01775,8421,0.36,1,87,1268,0,298,UPI,timeout,0,retry,1,8421,0.4671
TX008776,C01776,13507,0.249,1,23,879,0,373,NetBanking,timeout,1,retry,0,0,0.3557
TX008777,C01777,3855,0.957,4,113,346,0,177,Wallet,authentication_failed,1,payment_link,0,0,0.5425
TX008778,C01778,26777,0.463,4,173,83,1,213,Card,insufficient_funds,1,reminder,0,0,0.2725
TX008779,C01779,7808,0.432,5,154,843,1,159,UPI,insufficient_funds,2,reminder,1,7808,0.2497
TX008780,C01780,28015,0.538,2,53,895,1,397,UPI,technical_error,1,payment_link,0,0,0.3886
TX008781,C01781,3756,0.386,2,79,994,1,212,UPI,timeout,2,retry,0,0,0.4731
TX008782,C01782,25162,0.929,2,66,136,0,403,UPI,insufficient_funds,0,payment_link,0,0,0.5795
TX008783,C01783,23563,0.424,4,15,1122,1,350,UPI,technical_error,2,reminder,0,0,0.2645
TX008784,C01784,850,0.236,2,132,1361,1,302,Card,authentication_failed,2,payment_link,0,0,0.2627
TX008785,C01785,1610,0.873,2,139,894,1,332,UPI,bank_decline,0,payment_link,1,1610,0.578
TX008786,C01786,18387,0.781,0,108,1192,1,123,UPI,timeout,2,reminder,0,0,0.3851
TX008787,C01787,5912,0.346,5,115,51,0,124,Card,technical_error,0,payment_link,0,0,0.4332
TX008788,C01788,28919,0.501,4,88,560,1,248,Card,bank_decline,2,retry,0,0,0.3246
TX008789,C01789,23746,0.327,5,99,407,0,48,Card,technical_error,1,retry,0,0,0.2966
TX008790,C01790,17930,0.92,5,89,27,0,351,UPI,bank_decline,0,payment_link,0,0,0.5059
TX008791,C01791,23100,0.93,1,123,1393,1,403,UPI,timeout,2,payment_link,1,23100,0.368
TX008792,C01792,450,0.243,4,109,397,0,397,UPI,bank_decline,2,retry,0,0,0.2662
TX008793,C01793,29209,0.374,4,35,80,0,204,Card,authentication_failed,0,payment_link,0,0,0.3879
TX008794,C01794,26877,0.529,3,60,22,1,201,Card,bank_decline,2,payment_link,1,26877,0.2406
TX008795,C01795,11631,0.696,5,121,1233,1,310,UPI,timeout,2,payment_link,1,11631,0.3484
TX008796,C01796,23162,0.864,4,119,1438,1,121,Card,authentication_failed,1,payment_link,1,23162,0.5393
TX008797,C01797,1544,0.918,2,17,641,1,387,UPI,bank_decline,1,payment_link,1,1544,0.5609
TX008798,C01798,9172,0.946,0,107,476,1,163,UPI,authentication_failed,0,retry,1,9172,0.5082
TX008799,C01799,24283,0.66,0,85,771,1,162,Card,timeout,1,retry,1,24283,0.5277
TX008800,C01800,4377,0.794,2,36,1390,0,212,Card,authentication_failed,1,reminder,1,4377,0.4148
TX008801,C01801,8731,0.915,3,153,928,0,94,UPI,technical_error,0,retry,1,8731,0.5013
TX008802,C01802,19878,0.793,5,161,1059,1,192,Card,bank_decline,2,retry,0,0,0.3625
TX008803,C01803,23240,0.571,4,146,342,0,135,NetBanking,bank_decline,2,retry,0,0,0.1869
TX008804,C01804,24313,0.862,3,149,675,0,102,UPI,timeout,2,reminder,0,0,0.1841
TX008805,C01805,777,0.702,1,161,441,0,115,Card,bank_decline,0,retry,0,0,0.4335
TX008806,C01806,12857,0.429,2,88,259,1,122,UPI,technical_error,1,retry,1,12857,0.4687
TX008807,C01807,1237,0.224,0,179,1169,0,19,Card,technical_error,1,payment_link,0,0,0.2278
TX008808,C01808,12824,0.811,2,85,1436,0,336,Card,authentication_failed,2,reminder,1,12824,0.2958
TX008809,C01809,18023,0.216,3,103,220,1,367,UPI,timeout,0,retry,0,0,0.4884
TX008810,C01810,7810,0.832,4,139,894,1,251,UPI,timeout,1,retry,0,0,0.5617
TX008811,C01811,20586,0.824,1,22,415,1,255,NetBanking,bank_decline,2,reminder,1,20586,0.3884
TX008812,C01812,8186,0.354,3,149,484,1,382,UPI,timeout,1,retry,0,0,0.4264
TX008813,C01813,16947,0.885,2,39,589,0,261,UPI,technical_error,2,retry,1,16947,0.42
TX008814,C01814,18438,0.646,3,134,136,0,408,Card,insufficient_funds,0,retry,0,0,0.2271
TX008815,C01815,16059,0.962,4,108,1429,0,184,Card,bank_decline,1,reminder,1,16059,0.4151
TX008816,C01816,628,0.947,4,51,835,0,279,UPI,timeout,2,reminder,0,0,0.3826
TX008817,C01817,17994,0.219,0,18,626,0,147,UPI,insufficient_funds,1,retry,0,0,0.1293
TX008818,C01818,10533,0.388,5,139,1092,1,357,UPI,technical_error,1,reminder,1,10533,0.3165
TX008819,C01819,4102,0.851,3,42,18,0,284,NetBanking,technical_error,0,reminder,0,0,0.5219
TX008820,C01820,19522,0.622,1,121,1372,1,23,Card,timeout,2,retry,1,19522,0.3961
TX008821,C01821,2096,0.317,1,1,766,0,273,Card,bank_decline,1,payment_link,1,2096,0.2904
TX008822,C01822,5825,0.609,3,61,880,0,42,Card,authentication_failed,1,retry,0,0,0.2672
TX008823,C01823,10612,0.478,3,33,285,0,156,NetBanking,authentication_failed,1,reminder,0,0,0.3014
TX008824,C01824,5219,0.508,3,86,230,1,40,UPI,bank_decline,0,reminder,1,5219,0.5414
TX008825,C01825,16523,0.288,2,154,175,0,263,Card,timeout,0,payment_link,0,0,0.3345
TX008826,C01826,22033,0.686,4,167,1077,0,168,Card,timeout,1,retry,1,22033,0.3639
TX008827,C01827,7616,0.863,3,60,127,0,222,UPI,technical_error,1,retry,1,7616,0.5112
TX008828,C01828,28743,0.509,3,169,1268,0,155,Wallet,authentication_failed,1,retry,0,0,0.0675
TX008829,C01829,5534,0.453,1,162,814,0,133,UPI,technical_error,0,retry,0,0,0.3847
TX008830,C01830,26230,0.924,2,112,961,1,132,Card,technical_error,1,payment_link,1,26230,0.5038
TX008831,C01831,13502,0.705,3,38,184,1,117,UPI,timeout,2,reminder,0,0,0.3834
TX008832,C01832,22972,0.98,2,3,893,1,102,Card,technical_error,2,reminder,0,0,0.4225
TX008833,C01833,12408,0.875,0,175,900,1,60,Card,bank_decline,2,retry,0,0,0.4154
TX008834,C01834,26330,0.369,5,155,719,1,60,Card,authentication_failed,1,reminder,0,0,0.248
TX008835,C01835,8207,0.76,3,6,953,0,228,UPI,technical_error,0,reminder,0,0,0.48
TX008836,C01836,1207,0.325,2,120,213,0,91,UPI,technical_error,0,reminder,1,1207,0.3862
TX008837,C01837,27825,0.332,0,108,249,0,38,UPI,timeout,0,reminder,0,0,0.2817
TX008838,C01838,18869,0.71,0,130,510,0,192,UPI,timeout,1,reminder,1,18869,0.2533
TX008839,C01839,28300,0.224,4,97,1332,0,161,UPI,bank_decline,2,payment_link,0,0,0.0495
TX008840,C01840,8152,0.384,0,164,337,0,414,UPI,technical_error,1,payment_link,0,0,0.2449
TX008841,C01841,1594,0.975,5,6,101,0,251,UPI,timeout,1,retry,1,1594,0.6066
TX008842,C01842,13316,0.436,3,43,1253,1,86,UPI,insufficient_funds,2,retry,1,13316,0.2488
TX008843,C01843,14506,0.774,3,178,1175,0,147,UPI,timeout,1,retry,1,14506,0.4187
TX008844,C01844,15704,0.767,5,73,1430,0,135,Card,insufficient_funds,0,retry,0,0,0.3519
TX008845,C01845,7285,0.633,2,101,690,0,299,UPI,bank_decline,2,retry,1,7285,0.3481
TX008846,C01846,26090,0.872,3,176,1051,0,169,UPI,insufficient_funds,0,retry,0,0,0.2598
TX008847,C01847,10215,0.362,5,110,1292,0,309,NetBanking,timeout,0,payment_link,0,0,0.4605
TX008848,C01848,13839,0.311,5,159,1032,0,310,Wallet,bank_decline,0,payment_link,0,0,0.2717
TX008849,C01849,1048,0.835,4,124,989,0,59,NetBanking,technical_error,0,reminder,1,1048,0.4496
TX008850,C01850,13500,0.476,0,125,589,0,223,Card,technical_error,2,reminder,0,0,0.1193
TX008851,C01851,2586,0.36,5,155,1043,1,280,UPI,authentication_failed,2,payment_link,0,0,0.2905
TX008852,C01852,16096,0.614,2,2,1328,1,206,UPI,technical_error,2,payment_link,0,0,0.3475
TX008853,C01853,1198,0.751,3,99,605,0,165,NetBanking,insufficient_funds,2,payment_link,1,1198,0.4055
TX008854,C01854,9058,0.62,2,122,49,1,336,Card,timeout,0,reminder,0,0,0.4774
TX008855,C01855,3944,0.847,5,91,1263,1,375,UPI,bank_decline,2,retry,1,3944,0.5214
TX008856,C01856,2820,0.478,4,123,988,0,36,Card,timeout,1,payment_link,1,2820,0.3326
TX008857,C01857,19548,0.841,5,71,1235,1,157,UPI,authentication_failed,0,reminder,1,19548,0.5773
TX008858,C01858,29721,0.935,2,91,614,0,88,UPI,timeout,0,reminder,0,0,0.4429
TX008859,C01859,2534,0.666,2,82,1060,0,245,UPI,authentication_failed,2,retry,0,0,0.2363
TX008860,C01860,14536,0.739,1,26,339,0,59,NetBanking,authentication_failed,1,payment_link,0,0,0.4388
TX008861,C01861,26601,0.657,5,178,363,0,260,NetBanking,technical_error,0,retry,0,0,0.3576
TX008862,C01862,27347,0.439,1,70,1465,0,104,UPI,bank_decline,2,reminder,0,0,0.1335
TX008863,C01863,24117,0.399,5,29,278,0,98,Card,authentication_failed,2,reminder,0,0,0.1353
TX008864,C01864,504,0.777,4,142,983,0,49,Card,insufficient_funds,0,retry,0,0,0.3355
TX008865,C01865,8223,0.317,1,91,1111,1,79,Wallet,timeout,2,retry,0,0,0.4359
TX008866,C01866,734,0.524,1,125,540,1,58,UPI,bank_decline,0,reminder,1,734,0.4838
TX008867,C01867,20807,0.498,1,59,1494,1,48,NetBanking,bank_decline,1,reminder,0,0,0.3862
TX008868,C01868,11934,0.913,3,99,1210,0,318,Card,authentication_failed,2,reminder,0,0,0.3279
TX008869,C01869,28568,0.629,3,149,990,1,107,UPI,insufficient_funds,2,retry,0,0,0.1618
TX008870,C01870,6980,0.413,4,5,1335,0,54,UPI,insufficient_funds,2,payment_link,0,0,0.2877
TX008871,C01871,3664,0.55,5,165,342,0,404,NetBanking,insufficient_funds,1,retry,0,0,0.1993
TX008872,C01872,12018,0.248,4,8,125,1,298,Card,bank_decline,2,retry,1,12018,0.3214
TX008873,C01873,16890,0.423,0,28,951,0,293,UPI,bank_decline,1,retry,1,16890,0.3109
TX008874,C01874,13195,0.746,4,83,331,0,340,UPI,bank_decline,0,reminder,0,0,0.4561
TX008875,C01875,14073,0.396,4,9,1136,0,103,Wallet,technical_error,1,retry,0,0,0.3546
TX008876,C01876,15011,0.44,0,23,1288,0,364,Card,authentication_failed,2,retry,0,0,0.1232
TX008877,C01877,9447,0.93,2,37,380,1,253,UPI,insufficient_funds,2,payment_link,1,9447,0.5226
TX008878,C01878,2595,0.417,3,6,299,1,61,Card,insufficient_funds,2,payment_link,0,0,0.4064
TX008879,C01879,8780,0.66,4,144,620,0,263,UPI,insufficient_funds,2,retry,0,0,0.1497
TX008880,C01880,14673,0.993,0,15,1145,1,397,Card,insufficient_funds,1,reminder,0,0,0.5493
TX008881,C01881,2777,0.271,0,139,985,0,58,UPI,technical_error,2,reminder,1,2777,0.1048
TX008882,C01882,11916,0.527,5,104,919,1,273,UPI,timeout,2,retry,0,0,0.4799
TX008883,C01883,19483,0.841,3,9,1223,0,281,UPI,technical_error,1,reminder,1,19483,0.3675
TX008884,C01884,2846,0.813,2,161,393,0,145,UPI,bank_decline,0,reminder,0,0,0.4363
TX008885,C01885,6092,0.697,1,150,736,1,317,UPI,technical_error,0,reminder,1,6092,0.5108
TX008886,C01886,28569,0.769,0,80,150,0,326,UPI,bank_decline,2,payment_link,0,0,0.201
TX008887,C01887,12797,0.315,3,7,1007,1,146,NetBanking,bank_decline,1,reminder,1,12797,0.367
TX008888,C01888,6588,0.249,1,127,1095,0,145,UPI,timeout,1,retry,1,6588,0.3034
TX008889,C01889,27857,0.299,0,135,205,1,267,NetBanking,bank_decline,0,payment_link,0,0,0.3123
TX008890,C01890,5469,0.919,1,148,497,1,307,UPI,authentication_failed,2,reminder,0,0,0.3954
TX008891,C01891,10578,0.343,5,34,1467,1,389,Wallet,timeout,2,payment_link,0,0,0.3337
TX008892,C01892,26297,0.753,5,73,919,0,371,Card,authentication_failed,0,payment_link,0,0,0.5057
TX008893,C01893,9622,0.262,5,110,240,0,88,UPI,authentication_failed,2,retry,0,0,0.0949
TX008894,C01894,4289,0.911,1,90,244,0,69,UPI,timeout,1,retry,1,4289,0.5779
TX008895,C01895,27987,0.816,2,70,544,1,262,UPI,timeout,2,payment_link,1,27987,0.3965
TX008896,C01896,29606,0.875,0,21,315,1,183,UPI,bank_decline,2,reminder,1,29606,0.3666
TX008897,C01897,17590,0.982,2,91,732,0,39,UPI,bank_decline,1,payment_link,1,17590,0.4146
TX008898,C01898,6719,0.719,5,3,1448,0,271,Card,bank_decline,1,payment_link,0,0,0.3844
TX008899,C01899,17201,0.907,5,119,1350,0,58,UPI,insufficient_funds,2,payment_link,0,0,0.3852
TX008900,C01900,7087,0.998,2,41,797,0,147,Card,timeout,2,payment_link,0,0,0.4311
TX008901,C01901,6826,0.273,4,123,108,0,54,Wallet,timeout,1,retry,1,6826,0.3091
TX008902,C01902,22484,0.237,0,162,905,0,186,UPI,insufficient_funds,2,reminder,0,0,0.03
TX008903,C01903,19308,0.794,2,12,427,0,368,UPI,authentication_failed,1,payment_link,1,19308,0.4351
TX008904,C01904,11203,0.668,3,107,1490,1,141,UPI,insufficient_funds,2,reminder,0,0,0.3822
TX008905,C01905,11499,0.396,0,125,797,0,48,Card,insufficient_funds,2,reminder,0,0,0.1049
TX008906,C01906,16542,0.741,3,117,506,1,335,NetBanking,timeout,0,payment_link,0,0,0.6413
TX008907,C01907,16405,0.727,1,109,496,0,121,Card,insufficient_funds,2,reminder,0,0,0.2579
TX008908,C01908,1181,0.473,1,44,16,1,165,UPI,technical_error,1,payment_link,1,1181,0.4777
TX008909,C01909,12050,0.241,3,10,779,0,190,NetBanking,technical_error,0,payment_link,0,0,0.3793
TX008910,C01910,16221,0.989,5,148,88,0,187,UPI,insufficient_funds,0,reminder,1,16221,0.432
TX008911,C01911,2615,0.634,5,65,1043,0,272,Card,authentication_failed,2,payment_link,0,0,0.3471
TX008912,C01912,20948,0.277,5,47,333,1,181,UPI,insufficient_funds,0,reminder,0,0,0.4138
TX008913,C01913,26355,0.838,1,130,137,0,368,Card,timeout,2,reminder,0,0,0.1692
TX008914,C01914,22254,0.901,4,85,359,0,54,Card,insufficient_funds,0,reminder,0,0,0.4633
TX008915,C01915,20814,0.499,3,40,793,0,162,UPI,authentication_failed,0,reminder,0,0,0.3565
TX008916,C01916,25669,0.836,1,81,1196,1,95,Card,insufficient_funds,1,reminder,1,25669,0.4614
TX008917,C01917,28755,0.254,2,38,1408,0,36,Card,technical_error,0,reminder,0,0,0.2561
TX008918,C01918,7118,0.761,1,19,310,0,268,Card,authentication_failed,1,reminder,0,0,0.3946
TX008919,C01919,9332,0.981,5,110,1200,0,263,Card,bank_decline,2,payment_link,1,9332,0.3374
TX008920,C01920,11935,0.799,1,64,272,0,326,Card,timeout,1,retry,0,0,0.516
TX008921,C01921,8586,0.415,0,105,816,0,90,UPI,authentication_failed,0,reminder,0,0,0.3819
TX008922,C01922,23763,0.516,0,171,1012,1,132,Card,timeout,1,payment_link,0,0,0.3594
TX008923,C01923,4241,0.736,0,142,6,1,302,Card,authentication_failed,1,retry,0,0,0.3291
TX008924,C01924,4463,0.55,4,81,930,0,323,Card,authentication_failed,1,reminder,0,0,0.3461
TX008925,C01925,9310,0.995,4,103,467,1,178,Card,timeout,0,payment_link,1,9310,0.7414
TX008926,C01926,23346,0.827,0,111,1421,1,140,UPI,timeout,1,retry,1,23346,0.5782
TX008927,C01927,9887,0.546,0,103,1092,1,258,UPI,technical_error,0,retry,0,0,0.5733
TX008928,C01928,19521,0.763,4,143,327,0,149,NetBanking,bank_decline,0,retry,0,0,0.3756
TX008929,C01929,5681,0.256,5,109,1186,1,42,Card,authentication_failed,0,payment_link,0,0,0.549
TX008930,C01930,12774,0.467,0,107,1298,0,84,Card,technical_error,1,retry,1,12774,0.3797
TX008931,C01931,8084,0.231,5,68,1012,1,371,UPI,timeout,1,payment_link,0,0,0.4223
TX008932,C01932,10096,0.473,0,90,245,0,241,NetBanking,authentication_failed,2,payment_link,0,0,0.2721
TX008933,C01933,8961,0.341,4,174,39,0,136,Wallet,insufficient_funds,0,retry,1,8961,0.1796
TX008934,C01934,7327,0.589,0,119,663,1,148,NetBanking,technical_error,1,payment_link,0,0,0.4856
TX008935,C01935,25767,0.464,5,33,489,1,380,NetBanking,bank_decline,2,retry,0,0,0.3269
TX008936,C01936,18154,0.247,2,141,1192,1,273,UPI,insufficient_funds,1,payment_link,1,18154,0.3265
TX008937,C01937,13499,0.328,3,83,1241,0,246,Card,technical_error,2,retry,0,0,0.2778
TX008938,C01938,21332,0.528,2,178,878,0,364,UPI,timeout,2,payment_link,0,0,0.1625
TX008939,C01939,24630,0.681,5,12,610,0,187,Card,timeout,2,reminder,0,0,0.2122
TX008940,C01940,4639,0.412,0,31,841,0,247,Card,insufficient_funds,1,retry,1,4639,0.2368
TX008941,C01941,1682,0.521,5,167,796,0,353,UPI,bank_decline,2,payment_link,0,0,0.1592
TX008942,C01942,1682,0.957,2,140,1189,1,338,Card,insufficient_funds,0,retry,1,1682,0.4812
TX008943,C01943,5816,0.528,0,151,888,0,239,Card,bank_decline,1,reminder,0,0,0.2546
TX008944,C01944,10022,0.586,5,79,1203,1,58,Card,bank_decline,0,reminder,0,0,0.544
TX008945,C01945,28591,0.598,0,122,660,1,79,Card,bank_decline,2,retry,0,0,0.2731
TX008946,C01946,1637,0.94,1,18,1283,1,27,UPI,technical_error,1,reminder,0,0,0.5867
TX008947,C01947,1699,0.334,0,60,1497,0,273,UPI,insufficient_funds,2,reminder,0,0,0.2067
TX008948,C01948,8701,0.574,5,96,1324,0,364,UPI,timeout,2,payment_link,0,0,0.3059
TX008949,C01949,2269,0.848,4,84,763,0,264,UPI,technical_error,1,payment_link,0,0,0.4784
TX008950,C01950,21136,0.625,1,94,1012,0,152,NetBanking,bank_decline,0,retry,1,21136,0.4105
TX008951,C01951,15635,0.467,5,145,1170,0,177,UPI,timeout,1,payment_link,0,0,0.2782
TX008952,C01952,19820,0.501,2,121,966,0,225,UPI,insufficient_funds,2,reminder,0,0,0.101
TX008953,C01953,8837,0.357,5,101,870,0,58,Card,bank_decline,2,retry,0,0,0.2646
TX008954,C01954,29545,0.736,0,75,1164,1,74,UPI,technical_error,2,retry,0,0,0.4279
TX008955,C01955,5986,0.875,0,0,548,1,307,Card,technical_error,1,retry,1,5986,0.6211
TX008956,C01956,24150,0.782,5,157,204,1,102,UPI,bank_decline,2,retry,0,0,0.3424
TX008957,C01957,18340,0.24,5,83,907,0,315,Card,bank_decline,2,payment_link,0,0,0.0938
TX008958,C01958,26575,0.828,1,85,961,0,377,UPI,authentication_failed,1,reminder,0,0,0.3355
TX008959,C01959,18351,0.798,5,164,192,0,155,UPI,bank_decline,2,reminder,0,0,0.19
TX008960,C01960,17751,0.503,0,75,1417,0,287,Card,authentication_failed,0,payment_link,0,0,0.4698
TX008961,C01961,5804,0.427,0,145,1075,0,255,Card,bank_decline,1,payment_link,1,5804,0.2263
TX008962,C01962,6477,0.969,4,15,812,0,217,UPI,insufficient_funds,0,reminder,1,6477,0.5454
TX008963,C01963,16264,0.311,1,132,743,0,398,UPI,bank_decline,0,payment_link,0,0,0.262
TX008964,C01964,9791,0.832,5,38,1094,0,151,UPI,authentication_failed,0,payment_link,1,9791,0.5938
TX008965,C01965,13753,0.416,0,32,863,0,165,UPI,technical_error,0,reminder,1,13753,0.3615
TX008966,C01966,11634,0.635,4,7,576,0,294,Card,technical_error,0,reminder,1,11634,0.4313
TX008967,C01967,25426,0.762,4,151,802,0,333,UPI,technical_error,1,reminder,0,0,0.2417
TX008968,C01968,28821,0.932,1,97,1219,1,293,Card,authentication_failed,1,reminder,0,0,0.4757
TX008969,C01969,2239,0.818,5,146,883,1,359,UPI,insufficient_funds,2,retry,0,0,0.3201
TX008970,C01970,20930,0.264,1,132,758,1,201,UPI,authentication_failed,1,payment_link,0,0,0.3002
TX008971,C01971,7146,0.893,1,126,1031,1,385,Card,insufficient_funds,2,reminder,0,0,0.3815
TX008972,C01972,7680,0.978,5,174,292,0,26,UPI,bank_decline,1,payment_link,1,7680,0.3731
TX008973,C01973,17038,0.229,5,15,18,0,100,UPI,bank_decline,0,payment_link,0,0,0.316
TX008974,C01974,10217,0.437,2,104,155,1,41,UPI,authentication_failed,2,reminder,0,0,0.3215
TX008975,C01975,1194,0.906,2,74,787,0,43,UPI,insufficient_funds,0,reminder,1,1194,0.5489
TX008976,C01976,9697,0.625,4,113,500,0,177,Card,insufficient_funds,0,reminder,1,9697,0.4362
TX008977,C01977,25401,0.207,4,98,438,1,338,UPI,insufficient_funds,2,reminder,0,0,0.1964
TX008978,C01978,23638,0.815,3,112,1180,0,225,NetBanking,bank_decline,1,retry,0,0,0.3936
TX008979,C01979,29052,0.989,4,83,1395,1,328,Card,authentication_failed,2,payment_link,1,29052,0.4407
TX008980,C01980,19299,0.319,1,163,565,0,78,Card,technical_error,0,reminder,0,0,0.2321
TX008981,C01981,9983,0.893,1,177,1222,1,166,UPI,timeout,2,payment_link,1,9983,0.4101
TX008982,C01982,20829,0.696,4,35,447,1,55,UPI,timeout,2,reminder,0,0,0.3516
TX008983,C01983,23288,0.688,5,158,1412,0,130,NetBanking,authentication_failed,1,retry,0,0,0.1395
TX008984,C01984,10599,0.237,2,172,1473,0,60,UPI,timeout,1,payment_link,0,0,0.234
TX008985,C01985,7622,0.978,1,92,1068,1,241,Card,timeout,1,reminder,0,0,0.5734
TX008986,C01986,7868,0.999,4,37,349,0,397,Card,timeout,0,payment_link,1,7868,0.6482
TX008987,C01987,28451,0.304,5,151,286,1,263,UPI,insufficient_funds,2,retry,0,0,0.0713
TX008988,C01988,28493,0.854,5,26,997,1,138,Wallet,technical_error,1,reminder,0,0,0.4551
TX008989,C01989,6508,0.48,1,42,1059,0,211,UPI,bank_decline,1,retry,0,0,0.3684
TX008990,C01990,7807,0.223,4,32,865,1,311,Card,insufficient_funds,2,payment_link,0,0,0.3312
TX008991,C01991,376,0.617,1,45,149,0,319,UPI,technical_error,0,retry,1,376,0.5313
TX008992,C01992,22716,0.874,2,166,543,0,169,UPI,authentication_failed,1,retry,0,0,0.1939
TX008993,C01993,2234,0.666,0,118,482,1,195,UPI,technical_error,0,reminder,1,2234,0.5975
TX008994,C01994,3677,0.245,5,69,278,0,168,UPI,bank_decline,0,retry,0,0,0.3739
TX008995,C01995,13868,0.891,2,41,1415,1,317,Card,technical_error,0,retry,1,13868,0.654
TX008996,C01996,7208,0.544,3,103,239,1,354,UPI,technical_error,1,reminder,1,7208,0.4535
TX008997,C01997,1343,0.648,3,163,758,1,271,Card,technical_error,1,payment_link,1,1343,0.4461
TX008998,C01998,1705,0.525,1,82,629,0,262,NetBanking,authentication_failed,2,reminder,0,0,0.2602
TX008999,C01999,29415,0.973,2,130,491,1,362,NetBanking,timeout,2,retry,0,0,0.4548
TX009000,C02000,945,0.632,5,66,676,1,245,NetBanking,bank_decline,2,reminder,0,0,0.4132
TX009001,C02001,19008,0.854,4,20,734,0,255,UPI,timeout,0,payment_link,1,19008,0.5631
TX009002,C02002,13432,0.958,4,166,195,1,344,UPI,timeout,0,payment_link,1,13432,0.6345
TX009003,C02003,17151,0.675,5,71,266,0,56,UPI,bank_decline,2,payment_link,0,0,0.2204
TX009004,C02004,29807,0.88,2,179,620,0,200,UPI,technical_error,1,reminder,0,0,0.2572
TX009005,C02005,18862,0.368,0,155,753,0,122,Card,insufficient_funds,1,retry,0,0,0.0876
TX009006,C02006,13230,0.354,5,87,1354,1,40,UPI,bank_decline,0,payment_link,1,13230,0.4662
TX009007,C02007,12662,0.792,3,115,1098,1,147,NetBanking,technical_error,2,retry,1,12662,0.5111
TX009008,C02008,390,0.741,4,141,345,0,233,UPI,insufficient_funds,1,retry,1,390,0.2659
TX009009,C02009,26595,0.963,0,67,841,0,287,Card,authentication_failed,2,retry,0,0,0.2233
TX009010,C02010,21940,0.487,4,63,1200,1,16,UPI,authentication_failed,0,retry,0,0,0.3286
TX009011,C02011,21442,0.344,5,112,814,1,213,Wallet,timeout,0,reminder,0,0,0.4306
TX009012,C02012,10401,0.535,3,77,1261,0,347,UPI,authentication_failed,2,reminder,1,10401,0.2282
TX009013,C02013,13024,0.913,1,25,1392,0,125,Card,bank_decline,0,reminder,1,13024,0.5035
TX009014,C02014,21628,0.638,2,72,982,0,384,UPI,insufficient_funds,0,payment_link,1,21628,0.5121
TX009015,C02015,8665,0.451,2,178,1424,1,298,Card,bank_decline,0,retry,1,8665,0.4316
TX009016,C02016,25620,0.6,5,111,1166,1,113,UPI,technical_error,1,payment_link,0,0,0.4155
TX009017,C02017,4502,0.785,1,54,257,1,117,UPI,authentication_failed,2,reminder,1,4502,0.4418
TX009018,C02018,7226,0.284,0,64,654,0,21,Card,timeout,0,retry,0,0,0.4506
TX009019,C02019,9592,0.761,1,86,1120,0,185,Card,timeout,0,retry,1,9592,0.5747
TX009020,C02020,15955,0.549,4,45,1400,0,145,UPI,authentication_failed,2,reminder,0,0,0.2099
TX009021,C02021,10723,0.902,5,99,823,0,339,Card,technical_error,1,retry,1,10723,0.5097
TX009022,C02022,12374,0.843,4,62,546,0,354,UPI,authentication_failed,2,retry,0,0,0.2465
TX009023,C02023,2597,0.814,1,97,87,1,404,UPI,insufficient_funds,0,retry,1,2597,0.5175
TX009024,C02024,1839,0.238,1,90,620,1,136,Card,timeout,1,retry,0,0,0.4993
TX009025,C02025,27763,0.628,1,159,1375,0,16,UPI,insufficient_funds,0,retry,1,27763,0.1848
TX009026,C02026,14787,0.243,2,174,1248,0,314,UPI,technical_error,2,retry,0,0,0.1689
TX009027,C02027,7887,0.484,5,37,236,0,206,UPI,authentication_failed,2,reminder,0,0,0.224
TX009028,C02028,5468,0.337,4,24,909,1,248,Card,technical_error,0,reminder,0,0,0.4925
TX009029,C02029,16292,0.592,2,21,1498,0,55,UPI,authentication_failed,2,reminder,1,16292,0.2206
TX009030,C02030,15635,0.372,5,9,805,1,336,UPI,timeout,0,retry,1,15635,0.5416
TX009031,C02031,2170,0.453,4,26,1429,1,270,UPI,technical_error,0,retry,1,2170,0.5782
TX009032,C02032,15279,0.801,4,7,1265,1,179,NetBanking,timeout,2,retry,1,15279,0.5432
TX009033,C02033,16650,0.819,4,53,88,0,326,NetBanking,authentication_failed,1,reminder,1,16650,0.3727
TX009034,C02034,19983,0.804,2,174,433,1,105,UPI,timeout,1,payment_link,0,0,0.4552
TX009035,C02035,19451,0.785,0,13,1152,1,317,Card,authentication_failed,1,reminder,0,0,0.472
TX009036,C02036,8019,0.484,0,40,231,0,313,Card,technical_error,1,reminder,0,0,0.3134
TX009037,C02037,2576,0.231,4,1,400,1,320,NetBanking,insufficient_funds,0,retry,1,2576,0.3544
TX009038,C02038,661,0.249,2,45,1210,1,380,UPI,authentication_failed,2,reminder,0,0,0.3071
TX009039,C02039,29273,0.664,0,58,1323,0,293,Card,bank_decline,1,reminder,0,0,0.2788
TX009040,C02040,2967,0.972,2,147,476,1,16,UPI,bank_decline,0,reminder,1,2967,0.6003
